Domain,Word,Definition,TLD
lanipi.li,lanipili, ,li
laniu.ma,laniuma,both flowering and aromatic-leaved pelargoniums also called rose geraniums. ,ma
laol.ao,laolao,"deep booming sound, as of distant surf. ",ao
la.pa,lapa,"ridge, slope, steep side of a ravine; ridged. ",pa
lapai.ki,lapaiki,small drum. ,ki
lapala.pa,lapalapa,"steep-ridged, many-ridged. ",pa
lapaui.la,lapauila, ,la
lapaw.ai,lapawai,amniotic fluid. ,ai
lapela.na,lapelana,Lapland. ,na
l.au,lau,"dragnet, seine, so called because formerly made of ti leaves (lau) tied to a rope. ",au
la.ua,laua,"not much remaining to do, progressing, nearly finished (commonly used after a negative). ",ua
laua.ki,lauaki,"to cooperate, work together, as of experts; to concentrate on the same task; to pool talents. ",ki
lauhalala.na,lauhalalana,"vagabond, drifter, one as useless as pandanus leaves adrift in the sea. lit., floating pandanus leaf. ",na
lauh.au,lauhau,"brightly colored butterfly fish (Chaetodon quadrimaculatus and C. umimaculatus). This name may be qualified by the terms kapuhili, kīkākapu, maha uli, nuku ʻiʻiwi or nuku ʻiwi, and wiliwili. ",au
lauh.ua,lauhua,"a kind of ʻoʻopu, a fish. ",ua
lauhu.ki,lauhuki,"tapa soaking, to soak tapa. ",ki
lauhu.lu,lauhulu,"   • dry banana leaf; 
   • to wrap, as a bundle, with ti leaves inside and banana leaves outside. 
   • fig., outsider, one from another locality (sometimes said disparagingly). ",lu
laukama.na,laukamana,laudanum. ,na
laukama.ni,laukamani,"wind associated with Hālawa, Molokaʻi.  lit., kamani leaf. ",ni
lauka.na,laukana,"uninterested in religion, indifferent to religion. ",na
lauka.ni,laukani,"tough, hardy. ",ni
lauka.nu,laukanu,planted sweet-potato vine. ,nu
laukapala.la,laukapalala,"legendary name for broad leaves of the first taro, said to have been born of a woman. ",la
lauko.na,laukona,"a variety of sugar cane with green and yellow striped canes and leaves; used in sorcery, because of the meaning of laukōnā, to break the influence of the hana aloha love magic and change love into hatred. ",na
laukonako.na,laukonakona, ,na
lauk.ua,laukua,"confused, repetitious, mixed, incoherent, as speech; miscellaneous; irregular-shaped, as some leaves. ",ua
laula.ma,laulama,"design on a Niʻihau mat. lit., many torches or lama tree leaves. ",ma
laul.au,laulau,hat rim. ,au
laulau.na,laulauna,"sociable, friendly, gregarious, genial. ",na
lauli.ma,laulima,"cooperation, joint action; group of people working together; community food patch; to work together, cooperate. lit., many hands. ",ma
lauma.ki,laumaki, ,ki
laumanama.na,laumanamana,a variety of sweet potato. ,na
lauman.ie,laumanie, ,ie
laume.ke,laumeke, ,ke
laume.ki,laumeki,a kind of barbed spear. ,ki
laun.ie,launie, ,ie
lau.one,lauone,"soil light, fertile, and easy to cultivate; alluvial soil, sandy soil. lit., sand surface. ",one
laupal.ai,laupalai,"to shine, glitter, sparkle, as dew in the sun. ",ai
laupa.pa,laupapa,"a broad flat, as of coral, lava, reef. ",pa
laup.au,laupau,a kind of fish. ,au
lauwi.li,lauwili,"   • circuitous, roundabout, indirect, 
   • turning, twisting, 
   • unstable, fickle, changeable, inconstant, 
   • double-tongued, 
   • variable.   ",li
lauwiliwi.li,lauwiliwili,a butterfly fish (Chaetodon miliaris). ,li
lawak.ua,lawakua,"strong-backed, muscular, of strong physique, bulging with muscles. ",ua
lawalawaihon.ua,lawalawaihonua,type of large wooden bowl. ,ua
lawe.au,laweau,"to drift apart; to depart, as in death. ",au
laweha.la,lawehala,"   • sin, sinner, sinful; to sin, transgress.
   • delinquency, delinquent, 
   • offense; 
   • evil. ",la
laweha.na,lawehana,"workman, laborer; industrious; to do labor, work. ",na
lawel.ua,lawelua,"to study both sides of a question; to act impartially. lit., take two. ",ua
lawe.na,lawena,"getting, acquiring, taking, carrying, acquisition; movement, as of dancing hands. ",na
lehaleh.ai,lehalehai, ,ai
lehopu.lu,lehopulu,"earth-clinging rainbow. lit., wet cowry shell. ",lu
le.hu,lehu,"ashes; ash-colored or gray, as a chicken. see saying, ash. ",hu
leh.ua,lehua,"the flower of the ʻōhiʻa tree (Metrosideros macropus, M. collina subsp. polymorpha); also the tree itself. The lehua is the flower of the island of Hawaiʻi, as designated in 1923 by the Territorial legislature; it is famous in song and tale. see nāpolupolu, pōkiʻi₁, ʻūpolu. fig., a warrior, beloved friend or relative, sweetheart, expert (see lehua₉). The plant has many forms, from tall trees to low shrubs, leaves round to narrow and blunt or pointed and smooth or woolly. The flowers are red, rarely salmon, pink, yellow, or white. The wood is hard, good for flooring and furniture, formerly used for images, spears, mallets. (Neal 637–8). It grows abundantly in wet areas (see ex., ʻūpolu). It was believed that picking lehua blossoms would cause rain. For rain and wind names associated with lehua see Kanilehua, Kinailehua. Kinimakalehua, Kiu Wai Lehua, Līlīlehua, Moanianilehua, Moelehua. see also lū lehua, Moaʻe Lehua, ʻōiwi₂ (chant). cf. Marquesan heʻua ",ua
lehuako.na,lehuakona,"star in the Milky Way, perhaps Antares. lit., south lehua flower. ",na
lehule.hu,lehulehu,"   • multitude, crowd, population, 
   • the public; 
   • great number, numerous,  legion, very many, innumerable, myriad.   ",hu
lehuui.la,lehuuila,flashes of lightning; to flash. ,la
lei.au,leiau,an ancient type of prayer. ,au
leiha.la,leihala,a variety of eel. ,la
leih.ua,leihua,"lit., fruit lei, so called because the flowers are round like a fruit. ",ua
leiki.ni,leikini, ,ni
leilei.na,leileina, ,na
lei.na,leina,"spring, leap, bound; place to leap from. ",na
leine.kia,leinekia,reindeer. ,kia
leioma.no,leiomano,"a weapon, a large shark tooth set in a piece of wood about 6.4 cm long, with a string loop for attaching to the finger (probably from lei o manō, a shark's lei). ",no
leioma.nu,leiomanu, ,nu
lekah.one,lekahone,Leghorn (city and chicken) ,one
le.ke,leke,come. ,ke
leke.ma,lekema,"jacinth (RSV), ligure (KJV). ",ma
lekeo.na,lekeona,"legion; a large number (Mar. 5.9, 15) ; used figuratively of one possessed by the devil or intoxicated. ",na
le.ki,leki,tape for dress trimming. ,ki
le.kia,lekia,to covet. ,kia
lekineko.na,lekinekona,Lexington. ,na
leku.ke,lekuke,lettuce (Lactuca sativa). ,ke
lele.hu,lelehu, ,hu
leleh.ua,lelehua,"a good thinker, planner. ",ua
lelehu.na,lelehuna,"fine windblown rain spray, dust, mist; to fall as fine rain. ",na
leleio.na,leleiona,"shark-sucker, remora (Echeneidae spp.); it clings to large fish, such as swordfish, marlin, bonito, shark. ",na
lele.mu,lelemu,"a slowpoke; slow, sluggish, disinclined to get up. ",mu
lele.na,lelena, ,na
lelep.au,lelepau,to trust completely. ,au
lele.pe,lelepe,"toothed, sharp-pointed design, as in tapa. ",pe
lelepin.ao,lelepinao,"to swing on a koali vine. lit., dragonfly leap. ",ao
lelepin.au,lelepinau,game said to resemble kōnane. ,au
lelepo.ni,leleponi,"to die suddenly, as by stroke or accident. ",ni
lelepu.ni,lelepuni,a musical interval of an octave. ,ni
lel.eu,leleu,name of a fruitful tree (no data). ,eu
lele.ua,lele ua,windblown rain. ,ua
leleu.li,leleuli,"name of a gusty, wintry wind. ",li
lemo.na,lemona, ,na
le.mu,lemu,buttocks (politer than ʻōkole). ,mu
lemuh.ao,lemuhao, ,ao
lemule.mu,lemulemu, ,mu
lemuomaki.li,lemuomakili, ,li
le.na,lena,"   • yellow, yellowish; 
   • jaundice; 
   • bile.    ",na
lenale.na,lenalena, ,na
leneki.la,lenekila,lentils (Lens esculenta). ,la
leoka.ni,leokani,"vowel. lit., voiced sound. ",ni
leopa.ki,leopaki,leopard. ,ki
le.pa,lepa,"flag, ensign, place marked by a flag, tapa cloth on end of a stick, as used to mark a taboo area. [triangular flag, as at used car lots, (NKE)] ",pa
lepale.pa,lepalepa,to hang in fringes or tatters. ,pa
lepano.na,lepanona,Lebanon. ,na
le.pe,lepe,"hem or fringe, as of a garment; any loose attachment, as of torn cloth or torn flesh. ",pe
lepele.pe,lepelepe,fringed. ,pe
lepelepeohi.na,lepelepeohina,monarch butterfly (Danaus plexippus); Kamehameha butterfly. ,na
lepel.ua,lepelua,a turncoat; unfaithful. ,ua
lepeohi.na,lepeohina,"a red seaweed (Halymenia formosa) with flat blades bearing fringed and irregular margins, with a variety of colors ranging from red to yellow; common allusion to swirling in water resembling movement of pāʻū in dancing. Also called leheleheʻīlio, lepelepeohina, limupepeohina, pāʻūohiʻiaka. ",na
lepeu.lu,lepeulu,"split or crack in wood, running with the grain. ",lu
lepoh.ao,lepohao,"rust; rusty. lit., iron dirt. ",ao
l.eu,leu,loins. ,eu
lewaala.ni,lewaalani,part of a heiau temple where human sacrifices were offered. ,ni
lewiaka.na,lewiakana,leviathan. ,na
lihalih.au,lihalihau, ,au
lihi.li,lihili,"confused, bewildered, unsuccessful. ",li
like.like,likelike, ,like
like.me,like me,"such as, according to, like. ",me
likemo.na,likemona,Richmond. ,na
likepo.na,likepona,Lisbon. ,na
li.ki,liki,"to boast, brag, exult; boaster. ",ki
liki.ki,likiki,"ticket, receipt. ",ki
likili.ki,likiliki, ,ki
liki.ni,likini,rigging. ,ni
likoleh.ua,likolehua,a variety of sweet potato ,ua
liku.la,likula,ligure. ,la
li.la,lila, ,la
lileiu.li,lileiuli,"to cleanse, as of sin. ",li
li.li,lili,"jealous; highly sensitive to criticism; jealousy, envy; anger and mental anguish felt if one's loved ones are criticized. ",li
lilih.ua,lilihua,"prepared, supplied, outfitted. ",ua
lili.li,lilili, ,li
lilili.li,lililili, ,li
lili.na,lilina,"linen, flax, linseed (Linum usitatissimum). ",na
lil.io,lilio, ,io
liliw.ai,liliwai,"a small native herb (Acaena exigua), growing in bogs, only on top of West Maui and Kauaʻi, the narrow, fernlike leaves forming a rosette. ",ai
limaha.na,limahana,"labor, laborer, worker, employee; industrious, busy. staff (HE). cf. hana lima under lima₁. ",na
limahu.li,limahuli,"wind associated with Haʻena, Kauaʻi.  lit., turning hand. ",li
limal.au,limalau,(but some persons limit limalau cooperation to canoe and house building). ,au
limali.ma,limalima,"   • to handle, use the hands; 
   • to pilfer, filch. ",ma
limame.ke,limameke,"short for lima ʻumeke, index finger, so called because poi was dipped from the bowl (ʻumeke) with it. ",ke
li.mu,limu,"   • tricky, deceiving, 
   • unstable 
   (said to be named for the octopus' ability to change its color, and its waving of a tentacle to and fro like the motion of a seaweed in water). ",mu
lim.ua,limua,"overgrown or covered with moss, seaweed, or any limu. ",ua
limuli.mu,limulimu, ,mu
limupepeohi.na,limupepeohina, ,na
li.na,lina,"soft; adhesive, sticky, clayey, gummy, tenacious; glutinous, as taro of poor quality. ",na
linali.na,linalina, ,na
li.no,lino,"bright, shiny, shining with splendor, dazzling, brilliant. ",no
linoh.au,linohau,"dressed to perfection, beautifully decorated, ornamented. ",au
linokai.pa,linokaipa,"linotype, ",pa
linoleu.ma,linoleuma,linoleum. ,ma
linoli.no,linolino, ,no
li.nu,linu,"tight-fisted, ungenerous, heartless, ungracious. ",nu
l.io,lio,"tight, taut, as a rope, or of hair or horse's ears pulled back tightly. ",io
liol.io,liolio, ,io
liolioiwaw.au,liolioiwawau,"name of a star, and name for the southern sky. (Wawaʻu is a widely distributed Polynesian place name) see (PN 229). ",au
lio.na,liona,lion. ,na
lipa.ki,lipaki,liberty. ,ki
lipa.no,lipano,frankincense. ,no
lipela.la,lipelala,liberal. ,la
lipi.na,lipina, ,na
lipio.ma,lipioma,small rounded adze or chisel. ,ma
li.ua,liua, ,ua
liwapu.la,liwapula,Liverpool. ,la
loa.la,loala,"to praise, extol, as a chief (poetic). ",la
lohel.au,lohelau,"wall and gable plates in house.  see illus. 1, illus. 2, illus. 3",au
lohe.na,lohena,"hearing, obedience. ",na
lohi.na,lohina,delay. ,na
loia.like,loialike,royalist. ,like
lo.ie,loie, ,ie
loi.na,loina,"   • rule, 
   • custom, 
   • manners, 
   • code, precept, law; 
   • principle, as of a political party. ",na
lo.io,loio,"thin, spindly. ",io
lo.ke,loke,rose; rosy. ,ke
loke.li,lokeli,lottery. ,li
loke.ma,lokema,"broom tree (RSV), juniper (KJV). ",ma
lo.kia,lokia,"roan, as a horse. ",kia
lo.la,lola,"drooping, hanging downward; droopy, sluggish, lazy, idle. ",la
lolalo.la,lolalola, ,la
loleh.au,lolehau,"limping, lame. ",au
lolel.au,lolelau,"thatching and trimming, of a house. lit., handle leaves. ",au
lolel.ua,lolelua,"changeable, fickle, unstable, inconstant, inconsistent, variable; turncoat. ",ua
lole.na,lolena, ,na
lo.li,loli,"sea slug, sea cucumber, beche-de-mer, trepang (Holothuria spp.); for some people an ʻaumakua. see kūkaeloli and saying, ʻīloli. ",li
lolilo.li,loliloli,"changing, turning, changeable. ",li
lolil.ua,lolilua, ,ua
loli.na,lolina,"a change, alteration. ",na
lol.io,lolio,"skinny, thin. ",io
loloamai.au,loloamaiau, ,au
lolohi.li,lolohili, ,li
loloh.ua,lolohua, ,ua
lolo.kia,lolokia,coconut stem. ,kia
lolopi.li,lolopili,name of a design used on Niʻihau mats. ,li
lolop.io,lolopio,to die calmly and easily. ,io
lolop.ua,lolopua,zenith. ,ua
lo.ma,loma,"lazy, indolent, slow, idle. ",ma
lomalo.ma,lomaloma, ,ma
lo.na,lona,block of wood used to support a canoe out of water. ,na
lonalo.na,lonalona, ,na
lo.no,lono,"news, report, tidings, remembrance (Kanl. 32.26) , rumor (sometimes formerly preceded by ke). ",no
lonoikamakahi.ki,lonoikamakahiki,the god of the annual fall harvest makahiki circuit of the islands when taxes were collected. He was symbolized by a tapa banner suspended on a mast with a tiny carving of a human head at the top. ,ki
lonol.au,lonolau,large-sized gourd. ,au
lonolo.no,lonolono, ,no
lonolu.pe,lonolupe,a banner held up by two staffs. ,pe
lonomak.ua,lonomakua,a legendary fire guardian and the name of the makahiki image. ,ua
lonopa.pa,lonopapa,"news spread far and wide; news so well bruited that everyone has heard repeatedly; spread far, of news. ",pa
lo.nu,lonu,"cheat, liar, rogue; to cheat, lie. ",nu
lopi.ne,lopine,robin. ,ne
lo.ua,loua, ,ua
lou.lu,loulu,all species of native fan palms (Pritchardia).  Hats are plaited of its leaves bleached white. also noulu. ,lu
louu.lu,louulu,"betrothal gift, as sent from one family to another. ",lu
l.ua,lua,"   • two, second, secondary, twice, deuce, double; 
   • doubly, much, a great deal.   ",ua
luahi.ne,luahine, ,ne
luahoa.na,luahoana,"halo or rainbow around sun or moon. lit., polished pit. ",na
luaki.ni,luakini,"temple, church, cathedral, tabernacle; large heiau where ruling chiefs prayed and human sacrifices were offered; to perform temple work. ",ni
lual.ua,lualua,"uneven, full of holes, rough, bumpy, as a road. ",ua
lualua.na,lualuana, ,na
lua.na,luana,"to be at leisure, enjoy pleasant sorroundings and associates, live in comfort and ease, enjoy oneself, relax, be content. (see lua-, -na.) ",na
luaw.ai,luawai,"well, cistern (Isa. 36.16) , pool, pond, reservoir. ",ai
lue.hu,luehu,"easily scattered, dispersed, blown away; scaly, as skin. lit., scattered fine. ",hu
luhie.hu,luhiehu,"beautiful, attractive, festooned. ",hu
luhi.na,luhina,"a laboring, wearying, caring for, etc. ",na
luikia.na,luikiana,Louisiana. ,na
luiki.ni,luikini,Lewiston. ,ni
luikiwi.la,luikiwila,Louisville. ,la
lui.na,luina,sailor. ,na
luk.au,lukau,"lookout; to look out, be careful. ",au
lu.ke,luke,lute. ,ke
luke.la,lukela,Lutheran. ,la
lu.kia,lukia, ,kia
luki.pa,lukipa,Lucifer. ,pa
luk.ua,lukua, ,ua
lukuluk.ua,lukulukua, ,ua
luku.na,lukuna,"destruction, slaughter. ",na
lu.la,lula,"   • rules, manners, regulations,
   • ethics, etiquette.    ",la
lu.li,luli,"   • to shake, as the head in approval or disapproval; 
   • to pitch and roll, as a ship; 
   • to totter, be unsteady; 
   • to sway to and fro (Mat. 11.7) 
   • wag    ",li
lulilu.li,luliluli,agitated; ,li
lulo.ni,luloni,to sleep soundly. ,ni
lu.lu,lulu,"   • calm, peace,  to be calm;
   • shelter, lee, 
   • protection, shield,  to shield.
   • cloak; 
   • to lie at anchor;   ",lu
lulu.lu,lululu,"dead calm, great calm; becalmed; hanging limp, as a sail in a calm. ",lu
lu.ma,luma, ,ma
lu.na,luna,chief piece in the kōnane game. ,na
luna.kia,luna kia,"upper part of a pillar, chapiter. ",kia
lu.ni,luni,"limping, unsteady. ",ni
lunihi.ni,lunihini,perhaps a land shell. ,ni
lu.nu,lunu, ,nu
lu.pa,lupa, ,pa
lupalu.pa,lupalupa,"flourishing, of luxuriant growth, lush, thriving. ",pa
lu.pe,lupe,"kite. Four types of lupe were said to exist; 
   • lupe lā, a round kite, lit., sun kite; 
   • lupe mahina, kite with tapa covering cut in a crescent shape, lit., moon kite; 
   • lupe manu, kite with wings on the side, lit., bird kite; 
   • lupe maoli, kite suggestive of European kites in shape, lit., genuine kite.   ",pe
lupe.pa,lupepa,rhubarb (Rheum rhaponticum). ,pa
luwahi.ne,luwahine, ,ne
ma.ao,maao,kind of fish. ,ao
maem.ae,maemae,"damp, as clothes suitable for ironing. fade (Aniani 27) ",ae
mah.ae,mahae,"to tear, split, separate. ",ae
mah.ai,mahai, ,ai
mahal.ua,mahalua,"rude, disrespectful, saucy, overbearing; encroaching on the property or rights of others. lit., double temple. ",ua
maha.moe,mahamoe,"attractive, sleek, as a plump animal; smooth. ",moe
maha.na,mahana,"warmth, heat; warm. ",na
mahapi.li,mahapili,name of twin stars (no data). ,li
mahe.na,mahena,"heap, pile, as of trash. ",na
mah.eu,maheu, ,eu
mahihi.ki,mahihiki, ,ki
mahi.ki,mahiki,"   • to jump, leap, hop, move up and down, 
   • vibrate; 
   • to spatter; 
   • to teeter, seesaw; a seesaw.
   • to weigh, as on scales;    ",ki
mahi.li,mahili, ,li
mahi.na,mahina,crescent-shaped fishhook. ,na
mahinal.ua,mahinalua,"a small creeping native fern (Grammitis tenella), with simple narrow fronds 5 cm long or longer, each bearing none to many round spots of spores. ",ua
maho.la,mahola,"to spread out; to smooth out, as a cloth to dry; to extend, expand. see hola₁ and ex. heʻe₁. ",la
mah.ua,mahua,"mockery, derision, spying (rarely used without hoʻo-). ",ua
mahuaka.la,mahuakala,"disbelieving, cynical, skeptical, as of religion; irreligious, atheistic. ",la
mahu.lu,mahulu, ,lu
mahuma.hu,mahumahu, ,hu
m.ai,mai,"imminence-marking part. Almost, nearly, as though. ",ai
mai.ao,maiao,name of a star used in navigation. ,ao
mai.au,maiau,"   • neat and careful in work; 
   • skillful, ingenious, expert; 
   • correct, careful, as in speech; 
   • thorough, meticulous tidy, dainty.    ",au
maih.ua,maihua,a variety of taro. ,ua
maihu.li,maihuli,presents made at the birth of a child. ,li
maikone.kia,maikonekia,Micronesia; Micronesian. ,kia
mai.la,maila,"the directional mai plus lā, there, then. ",la
maila.ni,mailani,"to extol, praise, treat as a chief or great favorite, indulge, spoil, favor. ",ni
mai.na,maina, ,na
mainai.na,mainaina,"anger, wrath. ",na
mai.ne,maine,mine. ,ne
maka.au,makaau,to look around; a roving eye. ,au
makah.ai,makahai,"hasty; active, as a child into everything. ",ai
makaha.ni,makahani,"to step lightly, touch lightly, to skim lightly. ",ni
makaheki.li,makahekili,"hailstone. lit., thunder eye. ",li
makahi.ki,makahiki,"ancient festival beginning about the middle of October and lasting about four months, with sports and religious festivities and taboo on war; this is now replaced by Aloha Week. ",ki
makahi.nu,makahinu,kind of hard stone. ,nu
makahu.ne,makahune,"fine mesh or weft, as of net or mat. ",ne
makaiau.li,makaiauli,"a limpet, Celluna exarata; flesh within ʻopihi shells. ",li
makai.li,makaili,"rocky patches where sweet potatoes or taro were cultivated (For. 6:165); soil consisting of coarse sand, cinders, or gravel. ",li
makak.ai,makakai,sea-washed; spray. ,ai
maka.la,makala,"   • to loosen, undo, untie, 
   • open a little, 
   • liberate or set at liberty; 
   • to remit, as a debt; 
   • to forgive; 
   • to free of defilement or uncleanness; 
   • to open or unfold, as a flower.    ",la
makal.ae,makalae,"beach, shore, coast near a point (lae). ",ae
makalap.ua,makalapua,"handsome, beautiful; to blossom forth. ",ua
makal.au,makalau,"carbuncle, boil. ",au
makale.na,makalena,fine muslin cloth. ,na
maka.li,makali, ,li
maka.like,makalike,"uniform, as in color, style, clothes. lit., similar face. ",like
makal.io,makalio,"taut, as a rope. lit., tight mesh. ",io
makam.ae,makamae,"precious, of great value, highly prized, darling. ",ae
maka.me,makame,Madame. ,me
makam.ua,makamua,lead horses or oxen in a team. ,ua
makanal.au,makanalau, ,au
makan.au,makanau,twinkling of eyes. ,au
maka.ni,makani,"ghost, spirit. ",ni
mak.ao,makao,star name (no data). ,ao
makape.hu,makapehu,"   • swollen; 
   • suffering from hunger; 
   • hungry person.   ",hu
makape.pe,makapepe,"fine-meshed, as a mat of medium weft, as 1.5 cm. ",pe
mak.au,makau,fishhook. ,au
maka.ua,makaua,"hardhearted, unfriendly; troubled, vexed. lit., tough face. ",ua
makaua.ua,makauaua, ,ua
makaw.ai,makawai,small outlets for water through banks of taro patches; small waterways; water sources. ,ai
makawa.lu,makawalu,"numerous, many, much, in great quantities (sometimes used with implication of chiefly mana). lit., eight eyes. ",lu
makawe.la,makawela,"   • glowing, burning; 
   • full of hate, fury, anger. 
   • fig. term for the despised kauā, outcasts. ",la
makawelawe.la,makawelawela, ,la
ma.ke,make,"desire, want; to want. After ʻaʻole, [mai, ʻaʻohe,] make expresses a weak command, as ""you better not."" ",ke
makek.au,makekau,warlike. ,au
make.la,makela,muscles. ,la
makelimon.io,makelimonio,matrimony. ,io
makema.ke,makemake,defeated. ,ke
make.na,makena,"mourning, wailing, lamentation; to wail, lament, weep for joy. ",na
makenaw.ai,makenawai,place where a stream disappears in the ground. ,ai
makepo.no,makepono,"bargain; profitable, reasonable in price or in conduct. ",no
maki.ki,makiki, ,ki
maki.li,makili,"   • to crack,  cracked, split open
   • appear through a crack, 
   • show, come to light; 
   • to come off, as shingles;   ",li
makima.ki,makimaki, ,ki
maki.ni,makini,"uneven, as land. ",ni
makinike.la,makinikela,martingale. ,la
mako.na,makona,Mason. ,na
makuakea.hu,makuakeahu,spirit of a living person. ,hu
makuaokalimuko.hu,makuaokalimukohu,"a seaweed. lit., parent of the limu kohu. ",hu
makuka.na,makukana,boxfish (Lactoria fornasini). ,na
maku.la,makula,Saturn. ,la
maku.lu,makulu, ,lu
ma.la,mala,"aching, as after unaccustomed exercise; stiff and sore, bruised. ",la
mal.ae,malae,Malaya; Malay. ,ae
mal.ai,malai, ,ai
malail.ua,malailua,"name of a strong, blustering wind at Nuʻu-anu; to blow, of this wind. ",ua
malake.ke,malakeke,molasses. ,ke
mala.kia,malakia, ,kia
mala.ma,malama,"light, month, moon. ",ma
malama.la,malamala, ,la
mala.na,malana, ,na
malan.ai,malanai,"name of a gentle breeze associated with Kōloa, Kauaʻi, Hāna, Maui (For. 5:97), and Kailua, Oʻahu. ",ai
mal.au,malau,"canoe bait carrier, some two or three fathoms long, with holes pierced in the sides and bottom to admit water, as used for bonito fishing. ",au
malei.la,maleila,"common pronunciation of malaila, but not so written. ",la
male.la,malela,"lazy, idle. ",la
ma.li,mali,"to flatter, soothe, persuade with soft words, cajole, speak gently (less common than hoʻomalimali). ",li
mali.la,malila,"ghostly, shadowy. ",la
malima.li,malimali, ,li
mali.na,malina,"calming, soothing. ",na
mali.no,malino,"   • calm, pacific, as the sea; 
   • quiet, peaceful, 
   • smooth, as ironing nicely done or as a canoe with a smooth finish; 
   • unwrinkled.    ",no
ma.lu,malu,"   • shade, shaded,
   • shelter, protection, safe; 
   • protected by taboo;   
   • reserved, held apart; taboo; 
   • peace, peaceful, quiet, the stillness and awe of taboo.
   • control, 
   • strength (Kanl. 33.25) ;    ",lu
malula.ni,malulani,"name of a star. lit., celestial shade. ",ni
malu.lu,malulu,pool that never dries up. ,lu
maluma.lu,malumalu,"shelter or protection of any kind, often humble; shady. ",lu
ma.ma,mama,"to chew, masticate (but not swallow; cf. nau). ",ma
mam.ae,mamae,"sickly, listless; weakening or withering effect of pain; wan or pale, as after illness; crestfallen, as after enthusiasm is squelched. ",ae
mamai.ki,mamaiki, ,ki
mamakawa.lu,mamakawalu, ,lu
mama.ke,mamake,"to die, of several; to wilt, wither, of plants. ",ke
mama.la,mamala, ,la
mama.li,mamali, ,li
mamalihi.ni,mamalihini,"not well acquainted, somewhat unaccustomed to or unfamiliar with. ",ni
mamama.ke,mamamake, ,ke
mamama.la,mamamala,"small, little, especially of work. ",la
mama.mo,mamamo, ,mo
mam.ao,mamao,"third or highest platform of the lana-nuʻu mamao (oracle tower), where the high priest conducted services. ",ao
mam.au,mamau, ,au
mama.ua,mamaua, ,ua
mami.na,mamina, ,na
ma.mo,mamo,"black Hawaiian honey creeper (Drepanis pacifica): its yellow feathers above and below the tail were used in choicest featherwork. Formerly found only on Hawaiʻi, not seen since the 1880s. A Molokaʻi species was Drepanis funerea, not seen since the 1890s. ",mo
mamo.na,mamona,Mammon. ,na
mamu.li,mamuli, ,li
ma.na,mana,"   • branch, limb, crotch; 
   • crosspiece, as of the cross; 
   • a line projecting from another line; 
   • stream branch; road branch or fork, to branch out, spread out.
   • variant, version, as of a tale;     ",na
man.ae,manae, ,ae
manaku.ke,manakuke,mongoose. ,ke
manal.ua,manalua, ,ua
manama.na,manamana, ,na
mana.moi,manamoi,"medium-sized moi, a fish. ",moi
mana.na,manana,"   • to stretch out, as arms, fingers, feet; 
   • to spread out, as the tentacles of an octopus; 
   • to protrude, as ears; 
   • to distend, as nostrils while breathing hard; 
   • swelling, as with disease (Ii 164).   ",na
manan.ai,mananai,a pleasant breeze. ,ai
manap.ua,manapua,manapua (KAN) ,ua
manawahi.ne,manawahine,"name of a star, said to appear in the first night of the month Nana and to vanish after the night of Muku. lit., female power. ",ne
manawah.ua,manawahua,"discomfort of the stomach, or indigestion, with gas and often diarrhea, thought to be caused by wrong diet or by excessive handling of animals, such as kittens or puppies, which might also become sick; to suffer thus; great grief, as over the loss of a loved one; to grieve. lit., swollen stomach. ",ua
manaw.ai,manawai,"warped, depressed, bent in. ",ai
manawako.lu,manawakolu,eternal. ,lu
manawa.moe,manawa moe,"bedtime, time to sleep. ",moe
ma.ne,mane,manna. ,ne
mane.na,manena,"a small native tree (several varieties of Pelea hawaiensis), with oblong leaves and four-parted fruit capsules; related to the mokihana. ",na
mane.ne,manene,"   • shuddery sensation of fear, as on looking over a precipice or if confronted by sudden danger; to shudder, quake.
   • sensation of disgust, revulsion, or repugnance; 
   • sensation of inner quaking accompanying sexual desire; ",ne
ma.ni,mani,"   • dull, as a blade; 
   • slick; 
   • smooth, as a water-worn pebble. ",ni
maniaw.ai,maniawai,"drowsy, sleepy, especially after bathing. ",ai
man.ie,manie, ,ie
mani.la,manila,"Manila hat, named for the city. ",la
mani.ni,manini,"stingy. cf. Fijian manini-taka, to hoard up like a miser. ",ni
manini.ni,maninini,"stage of manini, a fish, said to be larger than ʻōhua and smaller than manini. ",ni
mani.no,manino, ,no
ma.no,mano,"many, numerous, four thousand; thick. [traditional 4-based counting: kāuna 4; kaʻau 40; lau 400; mano 4,000; kini 40,000; lehu 400,000] ",no
manoma.no,manomano,great; greatness; four thousand times four thousand; myriad. ,no
mano.ni,manoni,"mixed feelings as of joy and sorrow, unhappiness. ",ni
mano.no,manono,"red, as sunburn. ",no
manono.ni,manononi,"young of the kawakawa, a fish. ",ni
ma.nu,manu,"bruised, broken, scarred, injured. ",nu
man.ua,manua, ,ua
manuheki.li,manuhekili,thundercloud. ,li
manuma.nu,manumanu,"   • rough, 
   • irregular, 
   • nicked; 
   • dull, blunt, not sharp, as a knife; 
   • bruised; 
   • scarred, as by smallpox.    ",nu
manu.nu,manunu,"   • to creak or break, as bones; 
   • tremor, as of an earthquake.   ",nu
manunu.nu,manununu, ,nu
m.ao,mao,"   • cleared, as rain; to clear up, as rain; 
   • alleviated, assuaged, as grief; to pass, as sadness.   ",ao
